ID,Image1,Image2,Type
7258,32__M_Right_middle_finger.BMP,94__M_Left_thumb_finger.BMP,0
7259,22__M_Right_thumb_finger.BMP,32__M_Left_little_finger.BMP,0
7260,32__M_Left_middle_finger.BMP,61__M_Left_thumb_finger.BMP,0
7261,30__M_Right_middle_finger.BMP,32__M_Left_index_finger.BMP,0
7262,14__M_Right_index_finger.BMP,32__M_Right_little_finger.BMP,0
7263,32__M_Right_little_finger.BMP,47__M_Left_middle_finger.BMP,0
7264,32__M_Right_little_finger.BMP,69__M_Right_thumb_finger.BMP,0
7265,32__M_Right_index_finger.BMP,120__M_Left_ring_finger.BMP,0
7266,32__M_Right_ring_finger.BMP,99__M_Right_middle_finger.BMP,0
7267,1__M_Left_ring_finger.BMP,32__M_Right_little_finger.BMP,0
7268,22__M_Right_ring_finger.BMP,32__M_Right_thumb_finger.BMP,0
7269,32__M_Right_ring_finger.BMP,110__M_Right_little_finger.BMP,0
7270,14__M_Left_middle_finger.BMP,32__M_Left_little_finger.BMP,0
7271,32__M_Left_index_finger.BMP,73__M_Left_thumb_finger.BMP,0
7272,3__M_Right_middle_finger.BMP,32__M_Left_ring_finger.BMP,0
7273,32__M_Right_little_finger.BMP,45__M_Left_little_finger.BMP,0
7274,32__M_Left_little_finger.BMP,91__M_Right_middle_finger.BMP,0
7275,32__M_Left_thumb_finger.BMP,76__M_Right_middle_finger.BMP,0
7276,32__M_Left_thumb_finger.BMP,60__M_Left_index_finger.BMP,0
7277,9__M_Left_middle_finger.BMP,32__M_Right_middle_finger.BMP,0
7278,32__M_Left_ring_finger.BMP,126__M_Right_index_finger.BMP,0
7279,10__M_Right_index_finger.BMP,32__M_Left_little_finger.BMP,0
7280,32__M_Left_little_finger.BMP,83__M_Right_little_finger.BMP,0
7281,32__M_Left_middle_finger.BMP,125__M_Left_thumb_finger.BMP,0
7282,32__M_Right_ring_finger.BMP,52__M_Left_little_finger.BMP,0
7283,32__M_Left_thumb_finger.BMP,71__M_Left_ring_finger.BMP,0
7284,2__M_Left_middle_finger.BMP,32__M_Left_little_finger.BMP,0
7285,32__M_Left_middle_finger.BMP,33__M_Right_middle_finger.BMP,0
7286,32__M_Left_middle_finger.BMP,52__M_Right_ring_finger.BMP,0
7287,32__M_Left_little_finger.BMP,48__M_Right_index_finger.BMP,0
7288,32__M_Left_ring_finger.BMP,66__M_Left_little_finger.BMP,0
7289,7__M_Right_little_finger.BMP,32__M_Right_little_finger.BMP,0
7290,29__M_Right_middle_finger.BMP,32__M_Left_ring_finger.BMP,0
7291,33__M_Right_thumb_finger.BMP,69__M_Right_ring_finger.BMP,0
7292,6__M_Right_little_finger.BMP,33__M_Right_ring_finger.BMP,0
7293,33__M_Right_ring_finger.BMP,71__M_Right_little_finger.BMP,0
7294,33__M_Left_middle_finger.BMP,86__M_Left_index_finger.BMP,0
7295,1__M_Right_middle_finger.BMP,33__M_Left_middle_finger.BMP,0
7296,33__M_Left_ring_finger.BMP,96__M_Right_thumb_finger.BMP,0
7297,33__M_Right_ring_finger.BMP,59__M_Right_index_finger.BMP,0
7298,33__M_Left_ring_finger.BMP,102__M_Left_ring_finger.BMP,0
7299,33__M_Right_index_finger.BMP,94__M_Left_middle_finger.BMP,0
7300,33__M_Left_little_finger.BMP,36__M_Right_middle_finger.BMP,0
7301,33__M_Left_thumb_finger.BMP,36__M_Left_middle_finger.BMP,0
7302,33__M_Left_thumb_finger.BMP,111__M_Left_middle_finger.BMP,0
7303,33__M_Right_ring_finger.BMP,110__M_Right_ring_finger.BMP,0
7304,33__M_Right_little_finger.BMP,112__M_Right_thumb_finger.BMP,0
7305,19__M_Right_ring_finger.BMP,33__M_Right_thumb_finger.BMP,0
7306,33__M_Right_little_finger.BMP,127__M_Left_thumb_finger.BMP,0
7307,14__M_Right_ring_finger.BMP,33__M_Right_ring_finger.BMP,0
7308,33__M_Left_index_finger.BMP,130__M_Right_little_finger.BMP,0
7309,33__M_Left_index_finger.BMP,125__M_Left_thumb_finger.BMP,0
7310,33__M_Right_index_finger.BMP,39__M_Left_index_finger.BMP,0
7311,33__M_Left_thumb_finger.BMP,54__M_Left_index_finger.BMP,0
7312,17__M_Left_index_finger.BMP,33__M_Left_little_finger.BMP,0
7313,33__M_Left_ring_finger.BMP,107__M_Right_middle_finger.BMP,0
7314,6__M_Left_middle_finger.BMP,33__M_Left_ring_finger.BMP,0
7315,25__M_Right_index_finger.BMP,33__M_Left_little_finger.BMP,0
7316,33__M_Left_index_finger.BMP,119__M_Left_ring_finger.BMP,0
7317,22__M_Left_little_finger.BMP,33__M_Right_ring_finger.BMP,0
7318,8__M_Right_little_finger.BMP,33__M_Right_index_finger.BMP,0
7319,33__M_Right_middle_finger.BMP,78__M_Right_middle_finger.BMP,0
7320,33__M_Left_index_finger.BMP,129__M_Left_index_finger.BMP,0
7321,33__M_Right_middle_finger.BMP,79__M_Right_index_finger.BMP,0
7322,33__M_Right_middle_finger.BMP,42__M_Right_index_finger.BMP,0
7323,33__M_Right_little_finger.BMP,116__M_Left_ring_finger.BMP,0
7324,21__M_Right_middle_finger.BMP,33__M_Left_ring_finger.BMP,0
7325,5__M_Left_index_finger.BMP,33__M_Right_little_finger.BMP,0
7326,33__M_Left_middle_finger.BMP,92__M_Right_middle_finger.BMP,0
7327,33__M_Left_index_finger.BMP,46__M_Right_ring_finger.BMP,0
7328,33__M_Right_middle_finger.BMP,66__M_Right_little_finger.BMP,0
7329,14__M_Left_little_finger.BMP,33__M_Right_thumb_finger.BMP,0
7330,33__M_Right_ring_finger.BMP,70__M_Right_thumb_finger.BMP,0
7331,33__M_Left_thumb_finger.BMP,117__M_Left_little_finger.BMP,0
7332,33__M_Left_little_finger.BMP,68__M_Right_middle_finger.BMP,0
7333,33__M_Left_thumb_finger.BMP,36__M_Right_middle_finger.BMP,0
7334,33__M_Right_middle_finger.BMP,119__M_Right_little_finger.BMP,0
7335,24__M_Right_middle_finger.BMP,33__M_Right_index_finger.BMP,0
7336,10__M_Right_thumb_finger.BMP,34__M_Left_little_finger.BMP,0
7337,12__M_Right_thumb_finger.BMP,34__M_Right_thumb_finger.BMP,0
7338,31__M_Right_thumb_finger.BMP,34__M_Left_index_finger.BMP,0
7339,34__M_Right_thumb_finger.BMP,82__M_Right_thumb_finger.BMP,0
7340,34__M_Left_thumb_finger.BMP,119__M_Right_little_finger.BMP,0
7341,34__M_Right_ring_finger.BMP,45__M_Left_index_finger.BMP,0
7342,34__M_Left_middle_finger.BMP,36__M_Left_little_finger.BMP,0
7343,10__M_Right_index_finger.BMP,34__M_Right_middle_finger.BMP,0
7344,34__M_Left_index_finger.BMP,89__M_Right_ring_finger.BMP,0
7345,25__M_Left_thumb_finger.BMP,34__M_Left_ring_finger.BMP,0
7346,27__M_Right_index_finger.BMP,34__M_Right_thumb_finger.BMP,0
7347,34__M_Left_little_finger.BMP,125__M_Right_thumb_finger.BMP,0
7348,28__M_Right_thumb_finger.BMP,34__M_Left_ring_finger.BMP,0
7349,34__M_Right_middle_finger.BMP,122__M_Right_little_finger.BMP,0
7350,34__M_Right_middle_finger.BMP,60__M_Right_middle_finger.BMP,0
7351,9__M_Right_ring_finger.BMP,34__M_Left_thumb_finger.BMP,0
7352,34__M_Right_middle_finger.BMP,62__M_Right_thumb_finger.BMP,0
7353,25__M_Left_thumb_finger.BMP,34__M_Right_little_finger.BMP,0
7354,34__M_Left_little_finger.BMP,77__M_Right_little_finger.BMP,0
7355,34__M_Right_index_finger.BMP,95__M_Right_index_finger.BMP,0
7356,34__M_Left_index_finger.BMP,36__M_Left_index_finger.BMP,0
7357,34__M_Right_little_finger.BMP,93__M_Right_ring_finger.BMP,0
7358,34__M_Left_little_finger.BMP,59__M_Left_thumb_finger.BMP,0
7359,32__M_Left_thumb_finger.BMP,34__M_Right_middle_finger.BMP,0
7360,6__M_Right_thumb_finger.BMP,34__M_Left_thumb_finger.BMP,0
7361,34__M_Right_little_finger.BMP,83__M_Left_ring_finger.BMP,0
7362,34__M_Right_index_finger.BMP,37__M_Left_thumb_finger.BMP,0
7363,34__M_Left_ring_finger.BMP,35__M_Left_middle_finger.BMP,0
7364,22__M_Right_thumb_finger.BMP,34__M_Left_middle_finger.BMP,0
7365,1__M_Left_index_finger.BMP,34__M_Left_thumb_finger.BMP,0
7366,33__M_Right_ring_finger.BMP,34__M_Left_thumb_finger.BMP,0
7367,34__M_Left_index_finger.BMP,119__M_Right_ring_finger.BMP,0
7368,3__M_Right_ring_finger.BMP,34__M_Right_middle_finger.BMP,0
7369,32__M_Left_ring_finger.BMP,34__M_Right_middle_finger.BMP,0
7370,34__M_Left_index_finger.BMP,53__M_Right_middle_finger.BMP,0
7371,34__M_Right_index_finger.BMP,127__M_Right_ring_finger.BMP,0
7372,13__M_Left_little_finger.BMP,34__M_Left_ring_finger.BMP,0
7373,34__M_Left_middle_finger.BMP,39__M_Right_middle_finger.BMP,0
7374,34__M_Left_little_finger.BMP,107__M_Right_middle_finger.BMP,0
7375,34__M_Right_middle_finger.BMP,112__M_Left_middle_finger.BMP,0
7376,34__M_Left_thumb_finger.BMP,78__M_Left_index_finger.BMP,0
7377,34__M_Left_thumb_finger.BMP,106__M_Right_middle_finger.BMP,0
7378,34__M_Left_little_finger.BMP,100__M_Left_ring_finger.BMP,0
7379,34__M_Right_little_finger.BMP,48__M_Left_ring_finger.BMP,0
7380,34__M_Right_little_finger.BMP,56__M_Right_index_finger.BMP,0
7381,9__M_Right_index_finger.BMP,35__M_Left_ring_finger.BMP,0
7382,35__M_Right_little_finger.BMP,100__M_Left_middle_finger.BMP,0
7383,10__M_Left_middle_finger.BMP,35__M_Left_little_finger.BMP,0
7384,35__M_Right_thumb_finger.BMP,67__M_Right_middle_finger.BMP,0
7385,35__M_Right_middle_finger.BMP,127__M_Right_thumb_finger.BMP,0
7386,35__M_Right_middle_finger.BMP,65__M_Left_thumb_finger.BMP,0
7387,35__M_Right_index_finger.BMP,47__M_Right_middle_finger.BMP,0
7388,35__M_Right_index_finger.BMP,62__M_Right_thumb_finger.BMP,0
7389,35__M_Left_thumb_finger.BMP,71__M_Left_ring_finger.BMP,0
7390,35__M_Left_ring_finger.BMP,37__M_Left_thumb_finger.BMP,0
7391,35__M_Right_middle_finger.BMP,46__M_Right_thumb_finger.BMP,0
7392,35__M_Left_little_finger.BMP,75__M_Right_middle_finger.BMP,0
7393,35__M_Right_thumb_finger.BMP,55__M_Left_index_finger.BMP,0
7394,35__M_Left_index_finger.BMP,94__M_Left_middle_finger.BMP,0
7395,35__M_Left_index_finger.BMP,62__M_Left_middle_finger.BMP,0
7396,35__M_Right_index_finger.BMP,103__M_Left_middle_finger.BMP,0
7397,35__M_Right_thumb_finger.BMP,87__M_Right_ring_finger.BMP,0
7398,15__M_Left_middle_finger.BMP,35__M_Right_ring_finger.BMP,0
7399,35__M_Left_ring_finger.BMP,85__M_Left_little_finger.BMP,0
7400,35__M_Right_ring_finger.BMP,60__M_Left_little_finger.BMP,0
7401,35__M_Right_index_finger.BMP,72__M_Right_index_finger.BMP,0
7402,35__M_Right_ring_finger.BMP,39__M_Right_ring_finger.BMP,0
7403,7__M_Left_little_finger.BMP,35__M_Right_little_finger.BMP,0
7404,2__M_Right_middle_finger.BMP,35__M_Left_index_finger.BMP,0
7405,35__M_Left_ring_finger.BMP,42__M_Right_middle_finger.BMP,0
7406,35__M_Left_thumb_finger.BMP,113__M_Left_middle_finger.BMP,0
7407,29__M_Right_little_finger.BMP,35__M_Left_thumb_finger.BMP,0
7408,35__M_Left_ring_finger.BMP,40__M_Right_index_finger.BMP,0
7409,35__M_Right_index_finger.BMP,103__M_Left_little_finger.BMP,0
7410,15__M_Right_thumb_finger.BMP,35__M_Right_middle_finger.BMP,0
7411,32__M_Right_middle_finger.BMP,35__M_Right_index_finger.BMP,0
7412,35__M_Left_ring_finger.BMP,75__M_Right_index_finger.BMP,0
7413,35__M_Right_middle_finger.BMP,45__M_Right_little_finger.BMP,0
7414,4__M_Left_ring_finger.BMP,35__M_Left_thumb_finger.BMP,0
7415,35__M_Right_ring_finger.BMP,116__M_Right_ring_finger.BMP,0
7416,35__M_Left_thumb_finger.BMP,66__M_Right_little_finger.BMP,0
7417,35__M_Left_ring_finger.BMP,100__M_Right_ring_finger.BMP,0
7418,32__M_Right_index_finger.BMP,35__M_Left_index_finger.BMP,0
7419,35__M_Left_thumb_finger.BMP,92__M_Left_middle_finger.BMP,0
7420,35__M_Left_index_finger.BMP,111__M_Right_thumb_finger.BMP,0
7421,35__M_Left_index_finger.BMP,126__M_Right_ring_finger.BMP,0
7422,4__M_Right_middle_finger.BMP,35__M_Right_thumb_finger.BMP,0
7423,35__M_Right_index_finger.BMP,82__M_Right_little_finger.BMP,0
7424,16__M_Right_ring_finger.BMP,35__M_Left_little_finger.BMP,0
7425,35__M_Left_middle_finger.BMP,115__M_Right_ring_finger.BMP,0
7426,36__M_Left_thumb_finger.BMP,96__M_Left_ring_finger.BMP,0
7427,5__M_Left_ring_finger.BMP,36__M_Left_ring_finger.BMP,0
7428,2__M_Left_little_finger.BMP,36__M_Left_middle_finger.BMP,0
7429,21__M_Right_thumb_finger.BMP,36__M_Left_middle_finger.BMP,0
7430,36__M_Right_middle_finger.BMP,77__M_Left_middle_finger.BMP,0
7431,36__M_Left_index_finger.BMP,117__M_Left_ring_finger.BMP,0
7432,25__M_Left_thumb_finger.BMP,36__M_Right_index_finger.BMP,0
7433,19__M_Right_little_finger.BMP,36__M_Right_thumb_finger.BMP,0
7434,36__M_Right_thumb_finger.BMP,93__M_Left_thumb_finger.BMP,0
7435,36__M_Left_index_finger.BMP,77__M_Left_little_finger.BMP,0
7436,36__M_Right_ring_finger.BMP,86__M_Left_index_finger.BMP,0
7437,24__M_Right_thumb_finger.BMP,36__M_Left_middle_finger.BMP,0
7438,36__M_Left_middle_finger.BMP,115__M_Right_thumb_finger.BMP,0
7439,36__M_Right_little_finger.BMP,94__M_Right_ring_finger.BMP,0
7440,36__M_Right_middle_finger.BMP,96__M_Right_middle_finger.BMP,0
7441,36__M_Right_ring_finger.BMP,78__M_Left_thumb_finger.BMP,0
7442,36__M_Left_thumb_finger.BMP,125__M_Left_thumb_finger.BMP,0
7443,36__M_Left_middle_finger.BMP,96__M_Left_ring_finger.BMP,0
7444,36__M_Right_little_finger.BMP,119__M_Right_middle_finger.BMP,0
7445,36__M_Right_middle_finger.BMP,89__M_Left_little_finger.BMP,0
7446,36__M_Right_ring_finger.BMP,75__M_Left_little_finger.BMP,0
7447,36__M_Left_ring_finger.BMP,126__M_Left_ring_finger.BMP,0
7448,19__M_Right_index_finger.BMP,36__M_Right_index_finger.BMP,0
7449,36__M_Left_middle_finger.BMP,102__M_Left_middle_finger.BMP,0
7450,36__M_Right_little_finger.BMP,98__M_Left_index_finger.BMP,0
7451,36__M_Right_middle_finger.BMP,65__M_Left_index_finger.BMP,0
7452,19__M_Right_ring_finger.BMP,36__M_Left_middle_finger.BMP,0
7453,36__M_Left_index_finger.BMP,92__M_Right_middle_finger.BMP,0
7454,11__M_Left_thumb_finger.BMP,36__M_Right_index_finger.BMP,0
7455,20__M_Left_little_finger.BMP,36__M_Left_ring_finger.BMP,0
7456,36__M_Right_index_finger.BMP,98__M_Left_thumb_finger.BMP,0
7457,36__M_Right_middle_finger.BMP,49__M_Right_thumb_finger.BMP,0
7458,36__M_Right_thumb_finger.BMP,89__M_Left_thumb_finger.BMP,0
7459,36__M_Right_ring_finger.BMP,82__M_Left_index_finger.BMP,0
7460,36__M_Left_middle_finger.BMP,116__M_Right_ring_finger.BMP,0
7461,36__M_Right_index_finger.BMP,39__M_Left_little_finger.BMP,0
7462,36__M_Right_index_finger.BMP,82__M_Right_index_finger.BMP,0
7463,35__M_Right_index_finger.BMP,36__M_Left_thumb_finger.BMP,0
7464,36__M_Left_middle_finger.BMP,57__M_Right_index_finger.BMP,0
7465,9__M_Right_index_finger.BMP,36__M_Left_thumb_finger.BMP,0
7466,27__M_Left_little_finger.BMP,36__M_Left_ring_finger.BMP,0
7467,36__M_Left_ring_finger.BMP,98__M_Right_middle_finger.BMP,0
7468,34__M_Right_little_finger.BMP,36__M_Left_index_finger.BMP,0
7469,36__M_Left_little_finger.BMP,52__M_Right_thumb_finger.BMP,0
7470,36__M_Right_middle_finger.BMP,100__M_Left_ring_finger.BMP,0
7471,37__M_Right_little_finger.BMP,62__M_Left_middle_finger.BMP,0
7472,2__M_Right_index_finger.BMP,37__M_Left_ring_finger.BMP,0
7473,33__M_Left_thumb_finger.BMP,37__M_Left_index_finger.BMP,0
7474,7__M_Right_middle_finger.BMP,37__M_Right_middle_finger.BMP,0
7475,37__M_Right_little_finger.BMP,39__M_Left_index_finger.BMP,0
7476,37__M_Left_little_finger.BMP,86__M_Right_little_finger.BMP,0
7477,37__M_Right_thumb_finger.BMP,67__M_Left_ring_finger.BMP,0
7478,37__M_Left_little_finger.BMP,88__M_Right_little_finger.BMP,0
7479,37__M_Right_index_finger.BMP,58__M_Left_little_finger.BMP,0
7480,15__M_Right_thumb_finger.BMP,37__M_Left_ring_finger.BMP,0
7481,37__M_Right_thumb_finger.BMP,72__M_Right_thumb_finger.BMP,0
7482,33__M_Right_ring_finger.BMP,37__M_Right_thumb_finger.BMP,0
7483,37__M_Right_thumb_finger.BMP,118__M_Right_ring_finger.BMP,0
7484,10__M_Right_little_finger.BMP,37__M_Right_index_finger.BMP,0
7485,37__M_Right_ring_finger.BMP,89__M_Left_index_finger.BMP,0
7486,22__M_Right_thumb_finger.BMP,37__M_Right_index_finger.BMP,0
7487,37__M_Left_index_finger.BMP,125__M_Right_ring_finger.BMP,0
7488,37__M_Right_thumb_finger.BMP,87__M_Right_middle_finger.BMP,0
7489,37__M_Left_index_finger.BMP,106__M_Left_middle_finger.BMP,0
7490,37__M_Right_little_finger.BMP,119__M_Left_little_finger.BMP,0
7491,1__M_Right_ring_finger.BMP,37__M_Left_little_finger.BMP,0
7492,37__M_Right_index_finger.BMP,104__M_Left_thumb_finger.BMP,0
7493,37__M_Right_little_finger.BMP,42__M_Right_middle_finger.BMP,0
7494,37__M_Left_index_finger.BMP,106__M_Left_ring_finger.BMP,0
7495,34__M_Left_little_finger.BMP,37__M_Right_little_finger.BMP,0
7496,37__M_Left_middle_finger.BMP,44__M_Right_thumb_finger.BMP,0
7497,37__M_Left_ring_finger.BMP,58__M_Right_ring_finger.BMP,0
7498,37__M_Right_thumb_finger.BMP,92__M_Right_index_finger.BMP,0
7499,37__M_Left_middle_finger.BMP,90__M_Left_little_finger.BMP,0
7500,37__M_Left_little_finger.BMP,40__M_Left_middle_finger.BMP,0
7501,37__M_Right_ring_finger.BMP,96__M_Left_thumb_finger.BMP,0
7502,2__M_Left_little_finger.BMP,37__M_Left_thumb_finger.BMP,0
7503,37__M_Right_little_finger.BMP,125__M_Right_middle_finger.BMP,0
7504,37__M_Left_middle_finger.BMP,47__M_Right_ring_finger.BMP,0
7505,23__M_Right_ring_finger.BMP,37__M_Left_ring_finger.BMP,0
7506,37__M_Right_thumb_finger.BMP,78__M_Right_middle_finger.BMP,0
7507,37__M_Left_middle_finger.BMP,102__M_Left_ring_finger.BMP,0
7508,1__M_Left_middle_finger.BMP,37__M_Right_thumb_finger.BMP,0
7509,37__M_Right_thumb_finger.BMP,54__M_Right_ring_finger.BMP,0
7510,37__M_Right_ring_finger.BMP,86__M_Right_little_finger.BMP,0
7511,37__M_Right_ring_finger.BMP,92__M_Right_thumb_finger.BMP,0
7512,37__M_Left_little_finger.BMP,111__M_Left_middle_finger.BMP,0
7513,18__M_Left_ring_finger.BMP,37__M_Right_index_finger.BMP,0
7514,37__M_Left_ring_finger.BMP,122__M_Right_thumb_finger.BMP,0
7515,37__M_Right_thumb_finger.BMP,100__M_Left_little_finger.BMP,0
7516,21__M_Left_thumb_finger.BMP,38__M_Right_little_finger.BMP,0
7517,38__M_Right_index_finger.BMP,100__M_Right_thumb_finger.BMP,0
7518,38__M_Left_thumb_finger.BMP,50__M_Right_ring_finger.BMP,0
7519,38__M_Left_little_finger.BMP,115__M_Right_middle_finger.BMP,0
7520,24__M_Right_ring_finger.BMP,38__M_Right_little_finger.BMP,0
7521,38__M_Left_ring_finger.BMP,128__M_Left_ring_finger.BMP,0
7522,38__M_Left_thumb_finger.BMP,105__M_Right_thumb_finger.BMP,0
7523,14__M_Right_thumb_finger.BMP,38__M_Left_thumb_finger.BMP,0
7524,38__M_Right_index_finger.BMP,110__M_Left_ring_finger.BMP,0
7525,38__M_Right_middle_finger.BMP,42__M_Right_little_finger.BMP,0
7526,2__M_Left_little_finger.BMP,38__M_Left_thumb_finger.BMP,0
7527,38__M_Left_middle_finger.BMP,104__M_Right_thumb_finger.BMP,0
7528,38__M_Left_thumb_finger.BMP,58__M_Right_ring_finger.BMP,0
7529,38__M_Right_thumb_finger.BMP,59__M_Right_index_finger.BMP,0
7530,38__M_Right_little_finger.BMP,76__M_Right_ring_finger.BMP,0
7531,31__M_Right_thumb_finger.BMP,38__M_Right_ring_finger.BMP,0
7532,38__M_Left_little_finger.BMP,63__M_Right_index_finger.BMP,0
7533,38__M_Left_ring_finger.BMP,52__M_Right_middle_finger.BMP,0
7534,30__M_Left_thumb_finger.BMP,38__M_Left_middle_finger.BMP,0
7535,32__M_Left_middle_finger.BMP,38__M_Right_ring_finger.BMP,0
7536,23__M_Left_index_finger.BMP,38__M_Right_index_finger.BMP,0
7537,12__M_Left_middle_finger.BMP,38__M_Left_thumb_finger.BMP,0
7538,38__M_Left_thumb_finger.BMP,60__M_Left_little_finger.BMP,0
7539,38__M_Left_middle_finger.BMP,94__M_Right_little_finger.BMP,0
7540,38__M_Left_little_finger.BMP,91__M_Left_ring_finger.BMP,0
7541,29__M_Right_little_finger.BMP,38__M_Left_middle_finger.BMP,0
7542,38__M_Right_little_finger.BMP,51__M_Right_middle_finger.BMP,0
7543,18__M_Left_thumb_finger.BMP,38__M_Left_index_finger.BMP,0
7544,38__M_Right_ring_finger.BMP,52__M_Left_middle_finger.BMP,0
7545,38__M_Right_thumb_finger.BMP,61__M_Left_middle_finger.BMP,0
7546,38__M_Left_little_finger.BMP,121__M_Left_index_finger.BMP,0
7547,38__M_Left_index_finger.BMP,50__M_Right_middle_finger.BMP,0
7548,38__M_Left_thumb_finger.BMP,45__M_Left_little_finger.BMP,0
7549,38__M_Right_thumb_finger.BMP,95__M_Left_ring_finger.BMP,0
7550,18__M_Left_ring_finger.BMP,38__M_Left_little_finger.BMP,0
7551,3__M_Right_little_finger.BMP,38__M_Right_thumb_finger.BMP,0
7552,1__M_Right_ring_finger.BMP,38__M_Right_index_finger.BMP,0
7553,38__M_Left_little_finger.BMP,72__M_Right_little_finger.BMP,0
7554,38__M_Right_middle_finger.BMP,128__M_Left_index_finger.BMP,0
7555,18__M_Right_index_finger.BMP,38__M_Right_middle_finger.BMP,0
7556,38__M_Left_ring_finger.BMP,108__M_Right_index_finger.BMP,0
7557,38__M_Left_ring_finger.BMP,63__M_Right_ring_finger.BMP,0
7558,17__M_Left_middle_finger.BMP,38__M_Right_ring_finger.BMP,0
7559,31__M_Left_index_finger.BMP,38__M_Left_index_finger.BMP,0
7560,38__M_Right_ring_finger.BMP,106__M_Right_index_finger.BMP,0
7561,39__M_Right_middle_finger.BMP,57__M_Left_little_finger.BMP,0
7562,39__M_Right_index_finger.BMP,75__M_Left_index_finger.BMP,0
7563,39__M_Left_middle_finger.BMP,68__M_Right_middle_finger.BMP,0
7564,39__M_Right_ring_finger.BMP,115__M_Left_index_finger.BMP,0
7565,7__M_Right_little_finger.BMP,39__M_Right_ring_finger.BMP,0
7566,39__M_Right_ring_finger.BMP,103__M_Right_little_finger.BMP,0
7567,10__M_Left_thumb_finger.BMP,39__M_Left_little_finger.BMP,0
7568,39__M_Left_little_finger.BMP,52__M_Right_little_finger.BMP,0
7569,20__M_Left_ring_finger.BMP,39__M_Right_index_finger.BMP,0
7570,39__M_Right_ring_finger.BMP,73__M_Right_little_finger.BMP,0
7571,39__M_Right_index_finger.BMP,122__M_Right_little_finger.BMP,0
7572,39__M_Right_little_finger.BMP,73__M_Right_middle_finger.BMP,0
7573,39__M_Left_index_finger.BMP,87__M_Left_middle_finger.BMP,0
7574,38__M_Right_ring_finger.BMP,39__M_Right_little_finger.BMP,0
7575,39__M_Left_thumb_finger.BMP,118__M_Left_ring_finger.BMP,0
7576,39__M_Right_thumb_finger.BMP,51__M_Left_index_finger.BMP,0
7577,39__M_Right_ring_finger.BMP,66__M_Right_little_finger.BMP,0
7578,39__M_Left_little_finger.BMP,95__M_Right_thumb_finger.BMP,0
7579,39__M_Left_little_finger.BMP,49__M_Left_middle_finger.BMP,0
7580,39__M_Right_index_finger.BMP,130__M_Left_ring_finger.BMP,0
7581,39__M_Left_ring_finger.BMP,115__M_Left_thumb_finger.BMP,0
7582,25__M_Left_thumb_finger.BMP,39__M_Left_index_finger.BMP,0
7583,34__M_Left_ring_finger.BMP,39__M_Right_index_finger.BMP,0
7584,15__M_Left_little_finger.BMP,39__M_Right_ring_finger.BMP,0
7585,39__M_Left_ring_finger.BMP,74__M_Right_little_finger.BMP,0
7586,6__M_Right_thumb_finger.BMP,39__M_Left_middle_finger.BMP,0
7587,39__M_Left_little_finger.BMP,67__M_Right_ring_finger.BMP,0
7588,39__M_Left_little_finger.BMP,126__M_Right_little_finger.BMP,0
7589,39__M_Right_middle_finger.BMP,46__M_Left_middle_finger.BMP,0
7590,39__M_Left_ring_finger.BMP,80__M_Left_middle_finger.BMP,0
7591,39__M_Right_index_finger.BMP,104__M_Right_little_finger.BMP,0
7592,13__M_Right_middle_finger.BMP,39__M_Right_ring_finger.BMP,0
7593,39__M_Left_ring_finger.BMP,67__M_Right_index_finger.BMP,0
7594,25__M_Right_little_finger.BMP,39__M_Right_middle_finger.BMP,0
7595,39__M_Right_ring_finger.BMP,58__M_Left_thumb_finger.BMP,0
7596,39__M_Left_index_finger.BMP,76__M_Right_ring_finger.BMP,0
7597,16__M_Left_little_finger.BMP,39__M_Left_little_finger.BMP,0
7598,39__M_Right_index_finger.BMP,71__M_Right_index_finger.BMP,0
7599,39__M_Left_little_finger.BMP,111__M_Right_little_finger.BMP,0
7600,16__M_Right_little_finger.BMP,39__M_Right_ring_finger.BMP,0
7601,39__M_Right_middle_finger.BMP,129__M_Right_middle_finger.BMP,0
7602,39__M_Left_index_finger.BMP,80__M_Right_index_finger.BMP,0
7603,10__M_Left_middle_finger.BMP,39__M_Left_little_finger.BMP,0
7604,24__M_Right_index_finger.BMP,39__M_Right_index_finger.BMP,0
7605,39__M_Left_index_finger.BMP,98__M_Right_ring_finger.BMP,0
7606,40__M_Right_ring_finger.BMP,41__M_Right_thumb_finger.BMP,0
7607,40__M_Right_thumb_finger.BMP,94__M_Left_middle_finger.BMP,0
7608,40__M_Right_index_finger.BMP,57__M_Left_ring_finger.BMP,0
7609,25__M_Right_ring_finger.BMP,40__M_Left_little_finger.BMP,0
7610,34__M_Right_thumb_finger.BMP,40__M_Left_thumb_finger.BMP,0
7611,40__M_Right_thumb_finger.BMP,82__M_Right_ring_finger.BMP,0
7612,40__M_Left_middle_finger.BMP,96__M_Right_little_finger.BMP,0
7613,40__M_Left_little_finger.BMP,126__M_Right_middle_finger.BMP,0
7614,31__M_Left_middle_finger.BMP,40__M_Left_index_finger.BMP,0
7615,22__M_Right_middle_finger.BMP,40__M_Right_thumb_finger.BMP,0
7616,40__M_Left_thumb_finger.BMP,70__M_Left_little_finger.BMP,0
7617,40__M_Left_ring_finger.BMP,72__M_Left_index_finger.BMP,0
7618,18__M_Left_thumb_finger.BMP,40__M_Left_index_finger.BMP,0
7619,40__M_Left_little_finger.BMP,67__M_Right_ring_finger.BMP,0
